order_id,customer_id,order_date,status,region_code
ORD00159,CUST0452,2025-06-11,Returned,South
ORD00160,CUST0436,2025-03-03,Placed,South
ORD00161,CUST0305,2025-11-06,Placed,West
ORD00162,CUST0270,2026-07-01,Delivered,North
ORD00163,CUST0450,2024-08-29,Placed,South
ORD00164,CUST0215,2026-01-04,Returned,East
ORD00165,CUST0439,2025-08-23,Shipped,South
ORD00166,CUST0212,2026-06-19,Shipped,North
ORD00167,CUST0584,2024-11-05,Delivered,East
ORD00168,CUST0552,2025-07-13,Shipped,East
ORD00169,CUST0300,2026-04-23,Delivered,East
ORD00170,CUST0527,2025-12-01,Placed,South
ORD00171,CUST0422,2025-07-03,Placed,East
ORD00172,CUST0130,2024-09-26,Shipped,South
ORD00173,CUST0150,2026-01-30,Delivered,South
ORD00174,CUST0403,2025-08-10,Cancelled,South
ORD00175,CUST0592,2024-10-13,Delivered,West
ORD00176,CUST0385,2024-12-04,Cancelled,North
ORD00177,CUST0096,2026-03-14,Cancelled,East
ORD00178,CUST0378,2025-10-15,Cancelled,West
ORD00179,CUST0336,2026-07-16,Returned,North
ORD00180,CUST0096,2026-06-12,Cancelled,East
ORD00182,CUST0224,2025-09-15,Cancelled,South
ORD00183,CUST0507,2024-10-31,Delivered,East
ORD00184,CUST0291,2025-05-19,Delivered,South
ORD00185,CUST0580,2025-06-04,Cancelled,East
ORD00186,CUST0050,2025-03-26,Placed,North
ORD00187,CUST0471,2025-07-03,Placed,North
ORD00188,CUST0162,2024-08-06,Cancelled,West
ORD00189,CUST0001,2024-12-03,Cancelled,South
ORD00190,CUST0136,2025-07-05,Delivered,South
ORD00191,CUST0281,2025-10-19,Placed,East
ORD00192,CUST0257,2026-06-14,Placed,East
ORD00193,CUST0170,2026-01-22,Placed,West
ORD00194,CUST0313,2026-06-13,Shipped,West
ORD00195,CUST0094,2024-12-21,Placed,North
ORD00196,CUST0219,2026-06-03,Cancelled,North
ORD00197,CUST0136,2025-07-06,Returned,South
ORD00199,CUST0009,2025-01-28,Delivered,North
ORD00200,CUST0433,2025-03-26,Shipped,West
ORD00201,CUST0073,2026-01-06,Shipped,West
ORD00202,CUST0092,2025-12-03,Placed,North
ORD00203,CUST0321,2026-06-22,Delivered,East
ORD00204,CUST0141,2026-01-21,Cancelled,South
ORD00205,CUST0147,2026-03-28,Placed,North
ORD00206,CUST0169,2024-11-22,Cancelled,East
ORD00207,CUST0219,2026-01-26,Shipped,West
ORD00208,CUST0454,2026-02-07,Shipped,North
ORD00209,CUST0103,2024-10-21,Shipped,North
ORD00210,CUST0394,2024-09-26,Delivered,West
ORD00211,CUST0323,2024-10-14,Shipped,South
ORD00212,CUST0284,2026-01-17,Placed,South
ORD00213,CUST0567,2025-07-02,Returned,East
ORD00214,CUST0028,2025-11-22,Delivered,South
ORD00215,CUST0531,2025-04-25,Returned,South
ORD00216,CUST0402,2024-09-22,Delivered,North
ORD00217,CUST0246,2025-08-28,Cancelled,West
ORD00218,CUST0116,2026-01-18,Shipped,West
ORD00219,CUST0073,2025-05-12,Returned,North
ORD00220,CUST0370,2026-02-02,Delivered,South
ORD00222,CUST0375,2025-08-19,Returned,South
ORD00223,CUST0483,2025-11-05,Placed,North
ORD00224,CUST0070,2024-11-19,Placed,East
ORD00225,CUST0221,2025-05-08,Placed,North
ORD00226,CUST0408,2025-09-18,Returned,East
ORD00227,CUST0514,2025-05-09,Cancelled,West
ORD00228,CUST0412,2024-08-21,Placed,South
ORD00229,CUST0285,2026-03-06,Placed,East
ORD00230,CUST0081,2024-11-27,Returned,South
ORD00231,CUST0160,2026-06-26,Returned,East
ORD00232,CUST0401,2025-04-04,Returned,North
ORD00233,CUST0318,2025-09-30,Cancelled,South
ORD00234,CUST0060,2026-05-25,Shipped,North
ORD00235,CUST0445,2025-12-12,Placed,West
ORD00236,CUST0057,2026-05-19,Delivered,South
ORD00237,CUST0123,2024-11-11,Placed,South
ORD00238,CUST0012,2024-11-20,Shipped,West
ORD00239,CUST0356,2026-05-23,Returned,East
ORD00240,CUST0171,2024-11-07,Delivered,South
ORD00241,CUST0276,2024-12-03,Placed,North
ORD00242,CUST0344,2026-03-07,Cancelled,East
ORD00243,CUST0537,2026-01-22,Placed,East
ORD00244,CUST0591,2024-08-26,Placed,West
ORD00245,CUST0467,2025-06-08,Returned,East
ORD00246,CUST0057,2025-03-14,Cancelled,South
ORD00247,CUST0377,2025-03-15,Shipped,East
ORD00248,CUST0106,2026-02-05,Returned,North
ORD00249,CUST0234,2026-03-07,Returned,North
ORD00250,CUST0046,2025-06-29,Placed,South
ORD00251,CUST0048,2025-02-27,Cancelled,East
ORD00252,CUST0393,2025-11-16,Shipped,South
ORD00254,CUST0230,2024-10-17,Delivered,South
ORD00255,CUST0427,2026-06-15,Delivered,East
ORD00256,CUST0080,2024-10-28,Returned,East
ORD00257,CUST0123,2024-12-22,Returned,North
ORD00258,CUST0184,2024-07-20,Shipped,North
ORD00259,CUST0411,2025-11-13,Placed,West
ORD00261,CUST0089,2025-01-30,Returned,West
ORD00262,CUST0009,2024-07-27,Delivered,South
ORD00263,CUST0299,2025-07-09,Returned,East
ORD00264,CUST0249,2025-08-08,Cancelled,East
ORD00265,CUST0506,2026-05-13,Shipped,South
ORD00266,CUST0155,2025-08-09,Placed,West
ORD00267,CUST0025,2025-09-13,Shipped,East
ORD00268,CUST0010,2026-04-06,Delivered,North
ORD00269,CUST0386,2024-07-22,Delivered,North
ORD00271,CUST0430,2026-06-03,Cancelled,North
ORD00272,CUST0146,2025-08-05,Delivered,North
ORD00274,CUST0382,2025-01-02,Cancelled,North
ORD00275,CUST0595,2025-10-18,Placed,South
ORD00276,CUST0404,2025-12-12,Placed,North
ORD00277,CUST0446,2025-07-22,Shipped,South
ORD00278,CUST0299,2025-07-05,Delivered,East
ORD00279,CUST0403,2025-06-01,Delivered,East
ORD00280,CUST0464,2025-06-26,Delivered,South
ORD00281,CUST0077,2024-09-17,Shipped,South
ORD00282,CUST0599,2025-10-27,Placed,South
ORD00283,CUST0109,2025-10-27,Shipped,West
ORD00284,CUST0478,2024-07-23,Delivered,West
ORD00285,CUST0124,2025-01-24,Returned,East
ORD00286,CUST0213,2026-06-03,Cancelled,East
ORD00287,CUST0475,2025-09-16,Delivered,North
ORD00288,CUST0093,2025-02-19,Shipped,East
ORD00289,CUST0042,2025-11-11,Shipped,East
ORD00290,CUST0152,2025-11-18,Placed,South
ORD00291,CUST0365,2025-09-24,Cancelled,North
ORD00292,CUST0307,2026-04-16,Delivered,South
ORD00293,CUST0032,2026-04-19,Cancelled,West
ORD00294,CUST0570,2024-12-26,Returned,South
ORD00295,CUST0097,2024-08-24,Cancelled,North
ORD00296,CUST0144,2024-12-08,Placed,North
ORD00297,CUST0064,2024-11-10,Shipped,South
ORD00298,CUST0203,2024-08-29,Cancelled,East
ORD00299,CUST0087,2025-12-07,Returned,East
ORD00300,CUST0077,2025-04-15,Placed,North
ORD00301,CUST0203,2024-08-15,Cancelled,South
ORD00302,CUST0095,2024-11-07,Delivered,North
ORD00303,CUST0044,2026-05-12,Cancelled,North
ORD00304,CUST0173,2024-08-12,Returned,West
ORD00305,CUST0405,2025-12-18,Cancelled,North
ORD00306,CUST0392,2025-10-10,Cancelled,South
ORD00307,CUST0363,2026-04-29,Shipped,South
ORD00308,CUST0282,2025-10-29,Delivered,West
ORD00309,CUST0153,2025-03-06,Placed,South
ORD00310,CUST0303,2025-04-01,Cancelled,West
ORD00311,CUST0564,2026-07-02,Cancelled,North
ORD00312,CUST0090,2024-09-24,Delivered,West
ORD00313,CUST0141,2024-08-25,Cancelled,South
ORD00314,CUST0539,2024-10-10,Shipped,North
ORD00315,CUST0392,2025-06-06,Delivered,West
ORD00316,CUST0558,2024-12-03,Cancelled,East
ORD00317,CUST0580,2024-11-20,Returned,East
ORD00318,CUST0398,2025-12-22,Delivered,South
ORD00319,CUST0027,2025-02-23,Delivered,South
ORD00320,CUST0031,2025-11-04,Delivered,North
ORD00321,CUST0484,2025-12-13,Returned,East
ORD00322,CUST0599,2026-01-06,Shipped,South
ORD00323,CUST0103,2026-01-12,Shipped,South
ORD00324,CUST0273,2025-10-23,Returned,North
ORD00327,CUST0243,2025-09-27,Returned,East
ORD00328,CUST0368,2024-12-02,Returned,North
ORD00329,CUST0361,2025-07-06,Returned,South
ORD00330,CUST0577,2026-02-20,Shipped,West
ORD00331,CUST0556,2025-10-10,Delivered,South
ORD00332,CUST0503,2025-04-23,Placed,North
ORD00333,CUST0058,2026-07-11,Shipped,South
ORD00334,CUST0021,2024-08-14,Returned,West
ORD00335,CUST0001,2024-09-28,Delivered,South
ORD00336,CUST0134,2026-03-06,Delivered,South
ORD00337,CUST0332,2025-03-07,Placed,North
ORD00338,CUST0152,2025-03-25,Returned,South
ORD00339,CUST0114,2025-04-30,Returned,East
ORD00340,CUST0075,2026-06-15,Delivered,West
ORD00341,CUST0104,2025-05-08,Delivered,East
ORD00342,CUST0331,2026-04-16,Shipped,South
ORD00343,CUST0448,2024-09-08,Cancelled,East
ORD00344,CUST0179,2026-02-27,Returned,East
ORD00345,CUST0229,2025-06-14,Returned,South
ORD00346,CUST0388,2026-05-04,Delivered,East
ORD00347,CUST0131,2025-09-18,Shipped,North
ORD00348,CUST0587,2024-09-06,Cancelled,North
ORD00349,CUST0187,2025-03-02,Returned,East
ORD00350,CUST0227,2025-07-18,Returned,North
ORD00351,CUST0509,2024-10-30,Shipped,East
ORD00352,CUST0080,2024-10-20,Shipped,East
ORD00353,CUST0328,2026-01-08,Shipped,North
ORD00354,CUST0344,2026-05-16,Cancelled,North
ORD00355,CUST0272,2025-02-16,Shipped,South
ORD00356,CUST0070,2025-03-30,Delivered,East
ORD00357,CUST0111,2025-08-31,Placed,North
ORD00358,CUST0396,2025-06-04,Cancelled,West
ORD00359,CUST0171,2025-08-29,Cancelled,West
ORD00360,CUST0388,2024-12-27,Delivered,West
ORD00361,CUST0104,2026-01-09,Cancelled,South
ORD00362,CUST0167,2024-12-27,Cancelled,North
ORD00363,CUST0035,2025-11-05,Delivered,North
ORD00364,CUST0327,2024-09-01,Delivered,North
ORD00366,CUST0385,2025-10-04,Shipped,North
ORD00367,CUST0561,2026-02-04,Placed,East
ORD00369,CUST0169,2025-09-01,Returned,West
ORD00370,CUST0161,2024-09-24,Placed,North
ORD00371,CUST0340,2025-07-28,Shipped,South
ORD00372,CUST0420,2026-01-31,Returned,East
ORD00373,CUST0289,2026-01-03,Delivered,South
ORD00374,CUST0099,2025-10-30,Placed,West
ORD00375,CUST0586,2026-07-13,Returned,West
ORD00377,CUST0004,2026-01-17,Cancelled,North
ORD00378,CUST0302,2025-02-26,Returned,West
ORD00379,CUST0205,2025-06-14,Placed,North
ORD00380,CUST0212,2025-11-02,Shipped,East
ORD00381,CUST0084,2026-05-07,Cancelled,North
ORD00382,CUST0316,2025-03-20,Cancelled,West
ORD00383,CUST0501,2025-02-04,Delivered,North
ORD00384,CUST0558,2025-08-30,Cancelled,South
ORD00385,CUST0380,2025-10-07,Cancelled,East
ORD00386,CUST0192,2025-11-14,Cancelled,North
ORD00387,CUST0270,2025-04-18,Cancelled,West
ORD00388,CUST0270,2026-07-08,Shipped,East
ORD00389,CUST0578,2024-10-26,Placed,South
ORD00390,CUST0100,2025-11-07,Placed,East
ORD00391,CUST0555,2025-09-28,Cancelled,South
ORD00392,CUST0567,2025-08-07,Placed,West
ORD00393,CUST0536,2025-08-25,Cancelled,West
ORD00394,CUST0587,2026-02-04,Shipped,West
ORD00396,CUST0036,2025-08-08,Returned,South
ORD00397,CUST0124,2025-08-04,Cancelled,South
ORD00399,CUST0130,2024-12-04,Placed,West
ORD00401,CUST0152,2025-11-03,Returned,East
ORD00402,CUST0328,2025-01-14,Placed,North
ORD00403,CUST0398,2026-01-19,Returned,West
ORD00404,CUST0566,2025-02-28,Delivered,East
ORD00405,CUST0533,2024-12-15,Cancelled,North
ORD00406,CUST0536,2024-07-19,Cancelled,North
ORD00407,CUST0425,2024-10-17,Shipped,South
ORD00408,CUST0581,2024-08-05,Returned,North
ORD00409,CUST0109,2025-07-14,Returned,North
ORD00410,CUST0293,2025-11-15,Returned,East
ORD00411,CUST0421,2026-03-28,Delivered,West
ORD00412,CUST0498,2024-10-17,Returned,West
ORD00413,CUST0039,2026-02-10,Shipped,East
ORD00414,CUST0413,2026-05-07,Shipped,West
ORD00415,CUST0040,2024-12-26,Cancelled,East
ORD00416,CUST0244,2026-03-31,Placed,West
ORD00417,CUST0276,2025-11-07,Delivered,North
ORD00419,CUST0288,2025-06-04,Cancelled,North
ORD00420,CUST0234,2024-08-22,Shipped,East
ORD00421,CUST0454,2025-04-03,Delivered,East
ORD00422,CUST0427,2025-04-15,Returned,North
ORD00423,CUST0193,2025-09-26,Cancelled,South
ORD00424,CUST0417,2026-04-05,Cancelled,East
ORD00425,CUST0058,2025-11-25,Returned,South
ORD00426,CUST0068,2024-12-29,Delivered,West
ORD00427,CUST0139,2024-07-26,Returned,North
ORD00428,CUST0178,2025-11-27,Shipped,South
ORD00429,CUST0060,2024-12-21,Shipped,North
ORD00430,CUST0468,2026-01-04,Placed,East
ORD00431,CUST0204,2025-02-21,Delivered,East
ORD00432,CUST0476,2025-01-31,Returned,West
ORD00433,CUST0127,2026-03-23,Placed,South
ORD00434,CUST0382,2024-09-08,Cancelled,West
ORD00435,CUST0182,2025-03-14,Cancelled,East
ORD00436,CUST0353,2025-03-08,Shipped,East
ORD00437,CUST0093,2025-08-15,Delivered,North
ORD00438,CUST0396,2025-09-18,Placed,South
ORD00439,CUST0586,2025-03-26,Shipped,South
ORD00440,CUST0231,2026-03-05,Shipped,East
ORD00441,CUST0420,2024-07-22,Returned,North
ORD00442,CUST0010,2024-10-14,Cancelled,South
ORD00443,CUST0178,2026-01-01,Returned,North
ORD00444,CUST0230,2025-04-02,Delivered,East
ORD00445,CUST0282,2025-04-09,Cancelled,West
ORD00446,CUST0358,2025-05-21,Cancelled,East
ORD00447,CUST0224,2026-01-31,Cancelled,East
ORD00448,CUST0534,2025-10-02,Returned,West
ORD00449,CUST0599,2025-11-08,Placed,North
ORD00450,CUST0524,2024-08-09,Delivered,East
ORD00451,CUST0306,2026-04-25,Placed,West
ORD00452,CUST0066,2024-12-01,Delivered,East
ORD00453,CUST0333,2024-12-15,Delivered,East
ORD00454,CUST0306,2025-03-31,Shipped,South
ORD00455,CUST0530,2026-04-26,Shipped,North
ORD00456,CUST0414,2025-04-06,Delivered,South
ORD00457,CUST0027,2026-07-04,Cancelled,East
ORD00458,CUST0266,2025-12-22,Cancelled,West
ORD00459,CUST0398,2025-07-25,Placed,South
ORD00460,CUST0352,2026-06-29,Shipped,West
ORD00461,CUST0368,2025-07-21,Returned,East
ORD00462,CUST0175,2026-03-29,Returned,South
ORD00463,CUST0301,2024-08-14,Placed,West
ORD00464,CUST0132,2025-12-01,Delivered,South
ORD00465,CUST0344,2024-10-31,Placed,South
ORD00466,CUST0364,2025-07-26,Shipped,East
ORD00467,CUST0431,2024-11-15,Delivered,East
ORD00468,CUST0267,2025-11-17,Returned,East
ORD00469,CUST0475,2025-07-10,Placed,West
ORD00470,CUST0055,2026-06-10,Returned,North
ORD00471,CUST0484,2026-05-21,Shipped,North
ORD00472,CUST0391,2025-09-08,Returned,East
ORD00473,CUST0424,2026-06-13,Placed,South
ORD00474,CUST0141,2025-04-04,Shipped,East
ORD00475,CUST0420,2025-07-12,Returned,West
ORD00476,CUST0147,2026-03-18,Delivered,South
ORD00477,CUST0083,2026-04-11,Cancelled,East
ORD00478,CUST0182,2025-06-04,Delivered,North
ORD00479,CUST0005,2026-07-08,Cancelled,East
ORD00480,CUST0215,2026-02-14,Shipped,South
ORD00481,CUST0502,2024-08-30,Placed,South
ORD00482,CUST0445,2026-04-27,Cancelled,West
ORD00483,CUST0440,2025-08-26,Cancelled,West
ORD00484,CUST0005,2025-03-07,Placed,South
ORD00485,CUST0383,2025-09-29,Placed,East
ORD00486,CUST0544,2026-02-01,Shipped,North
ORD00487,CUST0005,2025-12-26,Shipped,South
ORD00488,CUST0353,2025-03-20,Delivered,South
ORD00489,CUST0106,2025-09-22,Cancelled,East
ORD00491,CUST0306,2024-08-01,Delivered,West
ORD00492,CUST0533,2024-12-26,Returned,East
ORD00493,CUST0445,2025-10-09,Shipped,East
ORD00494,CUST0502,2026-01-01,Delivered,South
ORD00496,CUST0234,2026-03-31,Shipped,South
ORD00497,CUST0217,2026-06-29,Placed,South
ORD00498,CUST0127,2026-06-07,Delivered,North
ORD00499,CUST0385,2026-03-28,Delivered,North
ORD00500,CUST0050,2025-04-18,Placed,North
ORD00501,CUST0050,2024-09-07,Placed,West
ORD00503,CUST0561,2025-02-20,Delivered,West
ORD00504,CUST0157,2026-05-02,Shipped,North
ORD00505,CUST0309,2024-08-11,Cancelled,North
ORD00506,CUST0533,2025-04-07,Delivered,South
ORD00507,CUST0429,2025-05-05,Placed,North
ORD00508,CUST0290,2025-11-16,Placed,North
ORD00509,CUST0510,2025-09-05,Shipped,South
ORD00510,CUST0270,2026-05-03,Returned,South
ORD00511,CUST0367,2024-11-23,Cancelled,East
ORD00512,CUST0165,2025-10-04,Placed,West
ORD00513,CUST0213,2025-10-31,Cancelled,East
ORD00514,CUST0241,2025-05-16,Placed,North
ORD00515,CUST0092,2024-12-10,Placed,West
ORD00516,CUST0153,2025-10-23,Placed,North
ORD00517,CUST0104,2024-10-16,Delivered,South
ORD00518,CUST0468,2026-05-20,Delivered,East
ORD00519,CUST0476,2026-03-17,Placed,North
ORD00520,CUST0179,2026-02-21,Placed,East
ORD00521,CUST0369,2025-03-14,Delivered,West
ORD00522,CUST0119,2026-01-16,Placed,North
ORD00523,CUST0010,2026-05-15,Shipped,South
ORD00524,CUST0337,2025-03-19,Delivered,West
ORD00525,CUST0275,2026-01-20,Placed,East
ORD00526,CUST0351,2024-08-11,Shipped,North
ORD00527,CUST0411,2025-02-13,Cancelled,West
ORD00528,CUST0279,2025-06-04,Cancelled,West
ORD00529,CUST0432,2024-09-23,Shipped,North
ORD00530,CUST0136,2025-08-08,Placed,South
ORD00531,CUST0107,2026-05-30,Cancelled,West
ORD00533,CUST0389,2025-05-02,Delivered,North
ORD00534,CUST0134,2025-07-04,Cancelled,West
ORD00535,CUST0116,2026-04-23,Cancelled,West
ORD00536,CUST0048,2025-03-10,Placed,East
ORD00537,CUST0322,2025-01-01,Placed,South
ORD00538,CUST0347,2025-08-29,Returned,North
ORD00540,CUST0355,2024-11-30,Cancelled,South
ORD00541,CUST0572,2024-10-13,Returned,North
ORD00542,CUST0012,2025-05-04,Shipped,West
ORD00543,CUST0508,2026-03-19,Shipped,North
ORD00544,CUST0504,2024-08-16,Delivered,South
ORD00545,CUST0339,2026-03-14,Delivered,North
ORD00546,CUST0520,2024-12-21,Shipped,West
ORD00548,CUST0471,2024-09-27,Cancelled,West
ORD00549,CUST0091,2025-06-27,Cancelled,West
ORD00550,CUST0324,2025-08-15,Placed,West
ORD00551,CUST0019,2024-08-06,Placed,West
ORD00552,CUST0423,2026-03-30,Placed,North
ORD00553,CUST0094,,Returned,East
ORD00554,CUST0521,2026-06-20,Returned,South
ORD00555,CUST0468,2025-08-10,Delivered,East
ORD00556,CUST0056,2024-11-14,Shipped,West
ORD00557,CUST0340,2024-12-12,Returned,West
ORD00558,CUST0373,2025-04-08,Cancelled,North
ORD00559,CUST0100,2026-07-05,Shipped,North
ORD00560,CUST0350,2025-07-28,Delivered,East
ORD00561,CUST0561,2026-02-06,Returned,East
ORD00562,CUST0109,2026-05-27,Placed,South
ORD00563,CUST0505,2025-08-28,Shipped,West
ORD00564,CUST0110,2025-03-16,Delivered,South
ORD00565,CUST0193,2026-03-12,Placed,West
ORD00566,CUST0221,2025-03-29,Cancelled,South
ORD00567,CUST0347,2024-11-06,Placed,West
ORD00568,CUST0048,2026-03-07,Returned,North
ORD00569,CUST0462,2026-05-26,Cancelled,South
ORD00570,CUST0511,2024-10-02,Placed,North
ORD00571,CUST0567,2026-04-17,Cancelled,West
ORD00572,CUST0521,2026-07-16,Shipped,South
ORD00573,CUST0132,2025-08-22,Placed,West
