item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00109,ORD00878,PROD0004,4,678.0,20
ITEM00110,ORD02504,PROD0214,2,454.68,25
ITEM00111,ORD01078,PROD0390,5,1992.52,10
ITEM00112,ORD01984,PROD0544,2,7041.43,5
ITEM00113,ORD01197,PROD0497,4,6404.46,15
ITEM00114,ORD02449,PROD0366,5,3925.53,0
ITEM00115,ORD00897,PROD0116,3,3443.81,15
ITEM00116,ORD01333,PROD0254,4,1059.18,15
ITEM00117,ORD01307,PROD0117,3,5621.2,25
ITEM00118,ORD00525,PROD0496,4,4868.31,25
ITEM00119,ORD00962,PROD0030,3,2253.2,5
ITEM00120,ORD01676,PROD0063,5,6208.62,10
ITEM00121,ORD02765,PROD0326,4,3222.32,15
ITEM00122,ORD01742,PROD0409,3,7312.09,10
ITEM00123,ORD01989,PROD0225,3,5144.69,0
ITEM00124,ORD01264,PROD0459,4,1887.28,5
ITEM00125,ORD02196,PROD0212,1,7590.84,20
ITEM00126,ORD02502,PROD0338,2,4898.95,0
ITEM00127,ORD02959,PROD0022,4,858.48,25
ITEM00128,ORD01366,PROD0362,5,648.2,0
ITEM00129,ORD02125,PROD0216,3,4353.46,5
ITEM00130,ORD02195,PROD0406,2,2427.97,5
ITEM00131,ORD01532,PROD0340,4,1842.58,25
ITEM00132,ORD01019,PROD0014,1,6787.03,20
ITEM00133,ORD00420,PROD0514,4,6362.05,0
ITEM00134,ORD00643,PROD0290,3,340.32,25
ITEM00135,ORD02819,PROD0254,1,2288.8,0
ITEM00136,ORD01548,PROD0411,2,6573.62,10
ITEM00137,ORD00348,PROD0079,1,4110.4,25
ITEM00138,ORD01702,PROD0021,1,5979.82,20
ITEM00139,ORD02478,PROD0156,1,5926.61,15
ITEM00140,ORD00796,PROD0320,3,3487.45,25
ITEM00141,ORD00096,PROD0310,3,3752.41,0
ITEM00142,ORD01083,PROD0591,4,3106.16,15
ITEM00144,ORD01165,PROD0547,5,2070.22,0
ITEM00145,ORD02036,PROD0404,3,6137.2,25
ITEM00146,ORD00444,PROD0464,2,4686.35,0
ITEM00147,ORD01628,PROD0238,4,3053.1,20
ITEM00148,ORD00447,PROD0319,3,1278.6,25
ITEM00149,ORD00343,PROD0098,5,1478.66,15
ITEM00150,ORD02431,PROD0256,1,1259.44,20
ITEM00152,ORD02022,PROD0259,4,2594.92,10
ITEM00153,ORD00617,PROD0038,3,5558.63,20
ITEM00154,ORD01666,PROD0006,3,5569.62,20
ITEM00155,ORD02002,PROD0559,4,2607.18,25
ITEM00156,ORD00966,PROD0330,4,5714.62,20
ITEM00157,ORD02273,PROD0084,1,3491.76,0
ITEM00158,ORD01539,PROD0131,1,1422.43,25
ITEM00159,ORD00498,PROD0171,2,3585.17,0
ITEM00160,ORD00160,PROD0435,4,1490.17,20
ITEM00161,ORD01996,PROD0144,5,3432.46,0
ITEM00163,ORD02772,PROD0278,5,2680.73,10
ITEM00164,ORD02310,PROD0170,2,2428.04,25
ITEM00165,ORD00838,PROD0381,5,4895.46,15
ITEM00166,ORD01896,PROD0216,3,7427.57,25
ITEM00167,ORD00555,PROD0169,5,5763.39,15
ITEM00168,ORD00041,PROD0326,4,1556.92,15
ITEM00169,ORD00275,PROD0006,3,5656.5,5
ITEM00170,ORD02843,PROD0097,5,3749.96,0
ITEM00171,ORD00251,PROD0480,5,1378.16,10
ITEM00172,ORD02607,PROD0573,2,2857.92,0
ITEM00173,ORD00790,PROD0282,3,6592.92,15
ITEM00174,ORD02394,PROD0314,3,5052.33,15
ITEM00175,ORD01044,PROD0575,5,5186.55,5
ITEM00176,ORD00318,PROD0157,1,5885.67,10
ITEM00177,ORD00731,PROD0270,5,953.23,20
ITEM00178,ORD02406,PROD0393,3,4668.9,20
ITEM00179,ORD02478,PROD0284,5,5397.7,15
ITEM00180,ORD00858,PROD0173,1,6299.41,5
ITEM00181,ORD00375,PROD0151,2,1443.82,0
ITEM00182,ORD01325,PROD0080,1,1225.25,15
ITEM00183,ORD01743,PROD0484,3,2525.08,0
ITEM00184,ORD00987,PROD0574,4,3111.88,15
ITEM00186,ORD01299,PROD0544,1,7083.79,5
ITEM00187,ORD00681,PROD0285,2,6743.03,20
ITEM00188,ORD01809,PROD0502,3,5530.14,20
ITEM00189,ORD01784,PROD0357,2,348.57,10
ITEM00190,ORD01910,PROD0355,4,1828.17,20
ITEM00191,ORD00783,PROD0392,3,1555.19,25
ITEM00192,ORD00044,PROD0201,4,2983.78,5
ITEM00193,ORD00023,PROD0318,3,888.75,10
ITEM00194,ORD01040,PROD0515,1,4913.18,0
ITEM00195,ORD02652,PROD0282,4,3276.61,25
ITEM00196,ORD02885,PROD0260,3,5058.37,20
ITEM00197,ORD00125,PROD0483,5,5113.08,15
ITEM00198,ORD00712,PROD0485,5,6488.33,0
ITEM00199,ORD01514,PROD0030,5,7169.98,5
ITEM00200,ORD02891,PROD0182,2,800.17,0
ITEM00201,ORD00230,PROD0455,1,2616.76,20
ITEM00202,ORD01137,PROD0199,5,5939.01,10
ITEM00203,ORD02753,PROD0325,2,7259.94,20
ITEM00204,ORD02958,PROD0376,5,261.24,25
ITEM00206,ORD00605,PROD0274,1,1504.79,0
ITEM00208,ORD00014,PROD0319,3,4550.39,0
ITEM00210,ORD02320,PROD0475,1,1062.65,0
ITEM00211,ORD00748,PROD0089,2,2642.39,25
ITEM00212,ORD00083,PROD0174,1,1857.58,10
ITEM00213,ORD01886,PROD0084,2,2566.09,25
ITEM00214,ORD02631,PROD0196,2,2587.32,15
ITEM00215,ORD02892,PROD0294,2,2339.86,20
ITEM00216,ORD01293,PROD0424,2,6706.91,10
ITEM00217,ORD00817,PROD0182,3,2185.93,15
ITEM00218,ORD01084,PROD0095,4,2937.95,10
ITEM00219,ORD01429,PROD0536,4,6661.58,25
ITEM00220,ORD00699,PROD0038,5,3177.59,20
ITEM00221,ORD02330,PROD0216,4,2873.33,25
ITEM00222,ORD01183,PROD0213,3,5642.28,20
ITEM00223,ORD02260,PROD0276,1,4179.19,5
ITEM00224,ORD01058,PROD0224,4,2197.64,0
ITEM00225,ORD02118,PROD0191,4,1247.55,20
ITEM00226,ORD01323,PROD0382,5,3116.59,20
ITEM00227,ORD00139,PROD0331,1,5091.36,0
ITEM00228,ORD00651,PROD0432,4,2777.49,25
ITEM00229,ORD00411,PROD0192,3,2554.26,15
ITEM00230,ORD02240,PROD0191,1,3596.22,20
ITEM00231,ORD01870,PROD0590,4,5888.0,15
ITEM00232,ORD00998,PROD0259,3,4867.39,15
ITEM00233,ORD02780,PROD0411,3,465.01,5
ITEM00234,ORD02077,PROD0111,4,3493.27,10
ITEM00235,ORD02366,PROD0411,5,374.16,20
ITEM00236,ORD00682,PROD0308,5,7727.1,20
ITEM00237,ORD00813,PROD0582,2,1169.64,10
ITEM00239,ORD01418,PROD0470,4,1447.94,0
ITEM00240,ORD02698,PROD0152,2,7081.19,10
ITEM00241,ORD01260,PROD0083,2,2004.04,5
ITEM00242,ORD01789,PROD0093,2,1359.98,20
ITEM00243,ORD01533,PROD0006,4,1400.74,0
ITEM00245,ORD02738,PROD0386,4,5693.86,0
ITEM00246,ORD01588,PROD0132,3,6139.9,5
ITEM00247,ORD01638,PROD0335,3,6585.36,25
ITEM00248,ORD01740,PROD0404,5,712.51,15
ITEM00249,ORD02744,PROD0028,2,7101.87,5
ITEM00250,ORD00964,PROD0378,3,2817.83,0
ITEM00251,ORD02501,PROD0408,1,5217.78,5
ITEM00252,ORD02048,PROD0193,1,1808.17,15
ITEM00253,ORD00381,PROD0348,4,5284.25,15
ITEM00254,ORD00618,PROD0292,3,3186.5,15
ITEM00256,ORD02795,PROD0530,1,3799.64,0
ITEM00257,ORD01419,PROD0104,4,6457.87,0
ITEM00258,ORD00659,PROD0327,2,4661.26,15
ITEM00259,ORD02812,PROD0466,1,3966.19,25
ITEM00260,ORD01646,PROD0433,1,2528.19,10
ITEM00261,ORD02598,PROD0119,5,6485.93,15
ITEM00262,ORD02057,PROD0382,4,5739.38,20
ITEM00263,ORD01495,PROD0115,2,7848.77,20
ITEM00264,ORD01571,PROD0082,2,204.61,25
ITEM00265,ORD02418,PROD0265,2,4191.94,20
ITEM00266,ORD02981,PROD0466,4,531.07,10
ITEM00267,ORD00164,PROD0125,4,3762.97,0
ITEM00268,ORD02455,PROD0379,3,3491.76,25
ITEM00269,ORD01214,PROD0025,5,2247.8,10
ITEM00270,ORD01462,PROD0428,1,3657.15,10
ITEM00271,ORD02605,PROD0037,5,1026.71,25
ITEM00272,ORD00150,PROD0545,4,2101.72,0
ITEM00273,ORD02192,PROD0097,2,5855.28,25
ITEM00274,ORD02022,PROD0442,3,2861.28,15
ITEM00275,ORD02823,PROD0250,5,4617.19,0
ITEM00276,ORD00314,PROD0335,3,450.56,20
ITEM00277,ORD02965,PROD0104,4,4174.16,25
ITEM00278,ORD00323,PROD0346,3,3466.86,0
ITEM00279,ORD00754,PROD0264,1,6719.3,15
ITEM00281,ORD02522,PROD0527,5,6855.81,5
ITEM00283,ORD01790,PROD0282,2,2323.3,25
ITEM00284,ORD00188,PROD0409,2,5473.93,10
ITEM00285,ORD00021,PROD0417,2,296.94,15
ITEM00286,ORD02692,PROD0133,3,2246.37,20
ITEM00287,ORD02601,PROD0326,1,1887.39,0
ITEM00288,ORD02905,PROD0333,2,650.22,10
ITEM00289,ORD02983,PROD0472,5,3453.0,20
ITEM00291,ORD00052,PROD0352,3,2659.2,15
ITEM00292,ORD00622,PROD0474,4,1803.5,25
ITEM00293,ORD00697,PROD0400,3,3313.07,25
ITEM00295,ORD00341,PROD0213,5,3048.15,10
ITEM00296,ORD01292,PROD0463,4,382.08,20
ITEM00297,ORD02396,PROD0171,5,2910.27,15
ITEM00298,ORD01702,PROD0024,3,4518.05,15
ITEM00299,ORD00962,PROD0385,5,1183.82,20
ITEM00300,ORD00506,PROD0100,4,1863.7,0
ITEM00301,ORD02338,PROD0297,2,6939.41,25
ITEM00302,ORD01643,PROD0564,4,2913.39,5
ITEM00303,ORD01713,PROD0286,3,6198.42,25
ITEM00304,ORD00433,PROD0326,5,4354.67,15
ITEM00305,ORD00923,PROD0414,4,6091.1,10
ITEM00306,ORD01841,PROD0161,2,3290.43,0
ITEM00307,ORD02182,PROD0343,4,5301.1,25
ITEM00308,ORD00403,PROD0393,5,5276.87,15
ITEM00309,ORD01681,PROD0194,1,5008.18,5
ITEM00310,ORD02498,PROD0516,1,4856.61,25
ITEM00311,ORD01675,PROD0024,3,4937.03,5
ITEM00312,ORD02332,PROD0484,1,7621.99,0
ITEM00313,ORD02464,PROD0399,5,4163.98,5
ITEM00314,ORD00662,PROD0469,3,5826.02,5
ITEM00315,ORD00718,PROD0484,2,2683.38,10
ITEM00316,ORD00266,PROD0032,2,4684.18,15
ITEM00317,ORD01004,PROD0455,2,6404.52,15
ITEM00319,ORD01003,PROD0474,1,204.03,0
ITEM00320,ORD02794,PROD0417,5,7964.95,15
ITEM00321,ORD00289,PROD0428,3,7084.35,20
ITEM00322,ORD00496,PROD0547,1,3592.39,25
ITEM00323,ORD00245,PROD0300,4,6652.22,25
ITEM00324,ORD00164,PROD0373,4,5775.5,20
ITEM00325,ORD02578,PROD0451,4,6331.27,0
ITEM00326,ORD00598,PROD0269,5,6065.59,0
ITEM00327,ORD02958,PROD0174,3,3391.21,10
ITEM00328,ORD00582,PROD0249,4,1799.17,0
ITEM00329,ORD01352,PROD0076,4,7208.68,15
ITEM00330,ORD01003,PROD0267,3,2468.04,15
ITEM00331,ORD01355,PROD0462,3,4610.61,20
ITEM00332,ORD00147,PROD0144,2,4245.97,0
ITEM00333,ORD00906,PROD0380,5,2997.39,10
ITEM00334,ORD01257,PROD0163,5,5126.07,15
ITEM00335,ORD02921,PROD0451,3,1362.36,25
ITEM00336,ORD00527,PROD0151,5,2444.81,15
ITEM00337,ORD01054,PROD0234,1,6829.72,20
ITEM00338,ORD01241,PROD0152,5,244.72,10
ITEM00339,ORD02954,PROD0521,5,3335.88,20
ITEM00340,ORD00698,PROD0353,2,4759.01,20
ITEM00341,ORD01288,PROD0536,3,3117.13,15
ITEM00342,ORD02656,PROD0174,5,3934.11,15
ITEM00343,ORD01556,PROD0015,1,2837.58,10
ITEM00344,ORD00846,PROD0230,2,2334.78,25
ITEM00346,ORD02616,PROD0013,5,7200.36,25
ITEM00347,ORD00830,PROD0373,1,3278.16,0
ITEM00348,ORD01350,PROD0520,1,2281.07,20
ITEM00349,ORD02203,PROD0082,1,3656.07,20
ITEM00350,ORD01016,PROD0251,3,6408.57,5
ITEM00351,ORD02826,PROD0251,2,5563.65,15
ITEM00352,ORD00727,PROD0042,5,2236.24,10
ITEM00353,ORD00375,PROD0195,1,7263.21,5
ITEM00354,ORD02141,PROD0311,1,1780.7,5
ITEM00355,ORD02399,PROD0596,4,3794.53,20
ITEM00356,ORD00210,PROD0327,1,1691.94,0
ITEM00357,ORD01811,PROD0086,4,1699.56,20
ITEM00358,ORD02415,PROD0221,5,3974.76,20
ITEM00359,ORD00040,PROD0596,4,6909.94,0
ITEM00360,ORD02950,PROD0454,2,4773.16,25
ITEM00361,ORD02517,PROD0468,1,2126.22,15
ITEM00362,ORD02464,PROD0278,4,5104.36,10
ITEM00363,ORD02078,PROD0495,5,2377.48,25
ITEM00365,ORD02777,PROD0575,5,2574.11,15
ITEM00366,ORD00457,PROD0187,4,201.16,20
ITEM00367,ORD01928,PROD0508,2,1553.54,15
ITEM00369,ORD01403,PROD0552,2,1669.72,0
ITEM00370,ORD00950,PROD0219,3,4088.97,10
ITEM00371,ORD02173,PROD0484,1,5525.26,20
ITEM00372,ORD00862,PROD0585,2,2691.56,5
ITEM00373,ORD01623,PROD0176,2,4939.47,5
ITEM00374,ORD01334,PROD0529,4,5279.9,15
ITEM00375,ORD02976,PROD0276,2,7472.82,15
ITEM00376,ORD01244,PROD0380,2,2553.92,25
ITEM00377,ORD01450,PROD0323,4,2567.93,20
ITEM00378,ORD01612,PROD0428,1,6133.45,15
ITEM00379,ORD00227,PROD0419,3,5219.47,5
ITEM00380,ORD01872,PROD0281,1,6575.48,5
ITEM00381,ORD00855,PROD0263,3,6685.53,0
ITEM00382,ORD01319,PROD0438,4,2706.63,20
ITEM00383,ORD00817,PROD0221,5,4098.11,10
ITEM00384,ORD00438,PROD0077,2,1409.28,25
ITEM00385,ORD01965,PROD0482,1,6282.64,15
ITEM00386,ORD02818,PROD0499,2,2349.12,20
ITEM00387,ORD02401,PROD0385,1,946.3,25
ITEM00388,ORD01404,PROD0283,5,3050.17,10
ITEM00389,ORD00455,PROD0484,2,7064.67,0
ITEM00390,ORD01330,PROD0424,2,7010.51,20
ITEM00391,ORD01225,PROD0588,2,4560.42,15
ITEM00392,ORD01005,PROD0336,5,4440.69,25
ITEM00393,ORD01068,PROD0571,5,6565.88,25
ITEM00394,ORD00090,PROD0144,1,6985.19,25
ITEM00395,ORD02914,PROD0322,3,7255.06,15
ITEM00396,ORD00880,PROD0189,3,3826.36,15
ITEM00398,ORD01061,PROD0262,5,6019.05,0
ITEM00399,ORD00575,PROD0123,4,3504.55,15
ITEM00400,ORD00197,PROD0542,1,7316.91,20
ITEM00402,ORD02066,PROD0335,5,4012.27,20
ITEM00403,ORD01368,PROD0069,1,4587.66,20
ITEM00404,ORD00461,PROD0545,2,6418.94,0
ITEM00406,ORD00300,PROD0442,3,3805.86,25
ITEM00407,ORD00624,PROD0339,1,1576.14,20
ITEM00409,ORD01772,PROD0022,4,4661.69,0
ITEM00410,ORD02555,PROD0400,1,217.02,10
ITEM00411,ORD01750,PROD0155,3,6866.26,20
ITEM00412,ORD02763,PROD0335,5,3743.36,25
ITEM00413,ORD00821,PROD0589,3,7161.96,25
ITEM00414,ORD02363,PROD0157,2,6217.99,5
ITEM00415,ORD01264,PROD0186,1,355.86,20
ITEM00416,ORD00162,PROD0131,5,2885.88,0
ITEM00417,ORD01342,PROD0323,2,5316.61,5
ITEM00418,ORD01241,PROD0168,4,7929.38,5
ITEM00419,ORD00890,PROD0364,1,1227.9,15
ITEM00420,ORD00505,PROD0385,1,3635.03,25
ITEM00421,ORD00855,PROD0390,1,3657.48,15
ITEM00422,ORD00814,PROD0211,4,4783.2,0
ITEM00423,ORD00381,PROD0180,5,7319.27,25
ITEM00424,ORD02116,PROD0125,2,6089.36,0
ITEM00425,ORD02004,PROD0367,3,3408.75,5
ITEM00426,ORD00372,PROD0520,3,3902.13,20
ITEM00427,ORD00459,PROD0468,1,206.96,15
ITEM00428,ORD01640,PROD0103,3,2979.08,10
ITEM00429,ORD00268,PROD0445,3,1950.47,25
ITEM00430,ORD00346,PROD0400,4,274.42,10
ITEM00431,ORD02989,PROD0332,1,1254.78,5
ITEM00432,ORD00727,PROD0579,1,1154.39,5
ITEM00433,ORD00575,PROD0482,1,630.27,5
ITEM00434,ORD02708,PROD0301,3,4997.81,5
ITEM00435,ORD01718,PROD0177,2,7499.89,5
ITEM00436,ORD02739,PROD0186,3,7050.76,0
ITEM00437,ORD00666,PROD0031,4,1752.0,15
ITEM00438,ORD02562,PROD0383,3,5032.02,0
ITEM00439,ORD00106,PROD0340,1,7127.24,0
ITEM00440,ORD00592,PROD0418,1,4384.88,20
ITEM00441,ORD02960,PROD0538,2,1391.65,0
ITEM00442,ORD01429,PROD0229,1,3446.08,0
ITEM00443,ORD00461,PROD0488,4,7869.44,20
ITEM00445,ORD01276,PROD0488,4,7211.46,10
ITEM00446,ORD00526,PROD0331,5,3019.82,20
ITEM00447,ORD02738,PROD0099,4,4018.49,20
ITEM00448,ORD00804,PROD0129,2,4190.66,5
ITEM00449,ORD00924,PROD0085,1,5780.55,10
ITEM00450,ORD02520,PROD0108,2,1925.85,5
ITEM00452,ORD02738,PROD0533,5,4680.76,10
ITEM00453,ORD00540,PROD0336,4,3091.95,5
ITEM00454,ORD02374,PROD0036,4,5110.26,5
ITEM00455,ORD00747,PROD0015,2,5131.85,5
ITEM00456,ORD00664,PROD0407,3,241.94,15
ITEM00457,ORD01982,PROD0353,2,5085.4,20
ITEM00458,ORD01662,PROD0463,2,3707.57,10
ITEM00459,ORD02236,PROD0451,1,5997.94,25
ITEM00460,ORD02108,PROD0346,3,7973.98,5
ITEM00461,ORD01046,PROD0350,4,6210.26,15
ITEM00462,ORD02717,PROD0099,3,6141.66,10
ITEM00463,ORD00259,PROD0375,4,5192.0,20
ITEM00464,ORD00518,PROD0097,2,7804.44,0
ITEM00465,ORD00493,PROD0564,3,1141.45,10
ITEM00466,ORD01258,PROD0464,4,4493.39,150
ITEM00467,ORD02068,PROD0187,4,6587.21,20
ITEM00468,ORD00799,PROD0146,2,6240.9,5
ITEM00469,ORD01450,PROD0539,5,6272.51,20
ITEM00470,ORD02174,PROD0538,1,6432.04,10
ITEM00471,ORD02210,PROD0236,5,1459.01,5
ITEM00472,ORD00411,PROD0170,5,1926.12,25
ITEM00473,ORD00623,PROD0554,5,3478.52,5
ITEM00474,ORD01141,PROD0051,4,2477.5,20
ITEM00475,ORD01726,PROD0488,4,2677.08,25
ITEM00476,ORD01229,PROD0001,1,2122.93,20
ITEM00477,ORD02737,PROD0320,2,7395.96,20
ITEM00478,ORD02433,PROD0069,1,6078.08,5
ITEM00479,ORD00589,PROD0493,2,6152.05,5
ITEM00480,ORD01603,PROD0164,4,3219.35,5
ITEM00481,ORD01019,PROD0359,1,1926.49,10
ITEM00482,ORD00576,PROD0412,1,5848.93,20
ITEM00483,ORD02754,PROD0156,2,3630.54,25
ITEM00484,ORD01129,PROD0336,1,5148.54,20
ITEM00485,ORD01275,PROD0537,1,6207.52,20
ITEM00486,ORD01930,PROD0238,4,2495.75,0
ITEM00487,ORD02217,PROD0466,2,702.66,25
ITEM00489,ORD00463,PROD0478,4,4742.08,25
ITEM00490,ORD02833,PROD0499,3,1913.37,0
ITEM00491,ORD00363,PROD0372,2,6974.49,25
ITEM00492,ORD02026,PROD0443,4,594.72,0
ITEM00493,ORD01148,PROD0283,3,5176.08,10
ITEM00494,ORD01719,PROD0258,3,802.28,0
ITEM00495,ORD02921,PROD0498,2,4748.41,5
ITEM00496,ORD02422,PROD0445,3,966.13,25
ITEM00497,ORD01999,PROD0575,5,6723.68,15
ITEM00498,ORD02485,PROD0532,4,480.49,0
ITEM00500,ORD01478,PROD0595,5,3461.36,15
ITEM00501,ORD02943,PROD0041,3,5229.64,15
ITEM00502,ORD01888,PROD0588,5,442.62,15
ITEM00503,ORD02573,PROD0443,1,1845.91,5
ITEM00504,ORD00099,PROD0337,1,2444.37,15
ITEM00505,ORD00117,PROD0468,3,2964.92,25
ITEM00506,ORD01410,PROD0361,2,2321.56,0
ITEM00507,ORD01330,PROD0470,3,6183.6,5
ITEM00508,ORD00858,PROD0572,5,5239.05,25
ITEM00509,ORD01644,PROD0357,2,6781.05,0
ITEM00510,ORD01368,PROD0361,5,4375.14,5
ITEM00511,ORD01297,PROD0314,1,7326.24,0
ITEM00512,ORD02620,PROD0416,3,5031.13,25
ITEM00513,ORD00763,PROD0392,2,2227.74,25
ITEM00514,ORD01989,PROD0360,3,6476.3,10
ITEM00515,ORD00653,PROD0173,3,275.03,5
ITEM00516,ORD02384,PROD0318,5,5646.79,20
ITEM00517,ORD01214,PROD0574,5,1546.58,20
ITEM00518,ORD02850,PROD0078,2,882.9,25
ITEM00519,ORD02450,PROD0415,3,1294.26,10
ITEM00520,ORD02183,PROD0363,4,1194.3,15
ITEM00521,ORD00425,PROD0301,5,4625.34,0
ITEM00522,ORD01327,PROD0231,4,6635.15,5
ITEM00523,ORD02245,PROD0159,3,356.92,5
ITEM00526,ORD00086,PROD0495,4,3404.03,20
ITEM00527,ORD02327,PROD0197,4,1610.56,20
ITEM00528,ORD02380,PROD0410,5,7125.54,15
ITEM00529,ORD01072,PROD0373,3,3535.82,10
ITEM00530,ORD00962,PROD0328,5,2953.03,25
ITEM00531,ORD00551,PROD0330,2,6395.12,20
ITEM00532,ORD00528,PROD0099,5,5710.58,20
ITEM00533,ORD01285,PROD0108,5,1938.42,10
ITEM00534,ORD02940,PROD0568,2,3802.5,20
ITEM00535,ORD00218,PROD0472,5,3587.29,20
ITEM00536,ORD01787,PROD0067,2,323.6,15
ITEM00537,ORD02290,PROD0059,3,3891.52,25
ITEM00538,ORD00606,PROD0066,3,663.49,25
ITEM00539,ORD01131,PROD0584,3,7586.71,25
ITEM00540,ORD00113,PROD0503,4,5678.11,5
