product_id,product_name,category,subcategory,cost_price
PROD0141,DIRECTION SHOES,Clothing,Shoes,4670.0
PROD0142,Natural Sofa,Home,Sofa,2135.9
PROD0143,Bill Education,Books,Education,1294.28
PROD0144,Blood Perfume,Beauty,Perfume,1979.57
PROD0145,Share Perfume,Beauty,Perfume,4333.73
PROD0146,During Lamp,Home,Lamp,1765.39
PROD0147,Night Cream,Beauty,Cream,4120.69
PROD0148,Image Sofa,Home,Sofa,4203.63
PROD0149,Customer Face Wash,Beauty,Face Wash,4339.78
PROD0150,Data Education,Books,Education,1791.11
PROD0151,Never Face Wash,Beauty,Face Wash,2331.19
PROD0152,Realize Table,Home,Table,4905.8
PROD0153,Energy Shoes,Clothing,Shoes,1244.46
PROD0154,Over Novel,Books,Novel,1659.06
PROD0155,Process Education,Books,Education,1991.79
PROD0156,Yourself Shoes,Clothing,Shoes,4827.64
PROD0157,Country Jacket,Clothing,Jacket,4361.53
PROD0158,Open Novel,Books,Novel,2677.16
PROD0159,So Novel,Books,Novel,3639.97
PROD0160,Open Comics,Books,Comics,466.66
PROD0161,Just Sofa,Home,Sofa,3153.97
PROD0162,Skin Novel,Books,Novel,4273.65
PROD0163,Born Face Wash,Beauty,Face Wash,4775.28
PROD0164,SPACE NOVEL,Books,Novel,3125.55
PROD0165,Pull Jacket,Clothing,Jacket,4987.39
PROD0166,Part Camera,Electronics,Camera,4893.85
PROD0167,Help Camera,Electronics,Camera,915.19
PROD0168,Represent Chair,Home,Chair,325.36
PROD0169,Low Headphones,Electronics,Headphones,1856.47
PROD0170,Scientist Comics,Books,Comics,1296.57
PROD0171,Reduce Comics,Books,Comics,932.92
PROD0172,Late Camera,Electronics,Camera,3136.58
PROD0173,Use Shoes,Clothing,Shoes,4572.86
PROD0174,BODY JEANS,Clothing,Jeans,2359.63
PROD0175,Compare Lamp,Home,Lamp,1351.1
PROD0176,STRUCTURE CAMERA,Electronics,Camera,4515.93
PROD0177,Couple Perfume,Beauty,Perfume,461.92
PROD0178,Oil Sofa,Home,Sofa,3230.8
PROD0179,Interest Biography,Books,Biography,2338.5
PROD0180,Mother Table,Home,Table,4996.93
PROD0181,Green Novel,Books,Novel,1262.31
PROD0182,Really Cream,Beauty,Cream,2916.58
PROD0183,COACH CHAIR,Home,Chair,4891.93
PROD0184,None Biography,Books,Biography,139.68
PROD0185,Plan Camera,Electronics,Camera,4180.91
PROD0186,Level Table,Home,Table,3074.62
PROD0187,Worker Table,Home,Table,3219.43
PROD0188,He Cream,Beauty,Cream,3421.05
PROD0189,Weight Shirt,Clothing,Shirt,4526.68
PROD0190,Forward Headphones,Electronics,Headphones,3964.19
PROD0191,Oil Headphones,Electronics,Headphones,3688.56
PROD0192,Garden Headphones,Electronics,Headphones,1700.92
PROD0193,Through Comics,Books,Comics,1083.89
PROD0194,Hot Cream,Beauty,Cream,2701.18
PROD0195,Itself Table,Home,Table,1359.15
PROD0196,South Biography,Books,Biography,3758.14
PROD0197,Property Chair,Home,Chair,2394.82
PROD0198,Law Laptop,Electronics,Laptop,3795.34
PROD0199,That Shoes,Clothing,Shoes,4839.62
PROD0200,SHE CREAM,Beauty,Cream,542.48
PROD0201,Game Novel,Books,Novel,1395.85
PROD0202,Politics Camera,Electronics,Camera,1906.07
PROD0203,Effect Lamp,Home,Lamp,4129.84
PROD0204,Order Chair,Home,Chair,3406.7
PROD0205,Offer Novel,Books,Novel,3135.78
PROD0206,DIFFICULT CREAM,Beauty,Cream,4584.75
PROD0207,How Shirt,Clothing,Shirt,3213.48
PROD0208,Space Biography,Books,Biography,3281.27
PROD0209,Oil Laptop,Electronics,Laptop,322.2
PROD0210,WITH HEADPHONES,Electronics,Headphones,4980.04
PROD0211,SIZE MOBILE,Electronics,Mobile,1250.52
PROD0212,Environmental Perfume,Beauty,Perfume,2004.36
PROD0213,Here Lamp,Home,Lamp,2977.97
PROD0214,Local Shoes,Clothing,Shoes,3309.12
PROD0215,Line Education,Books,Education,4701.36
PROD0216,Industry Chair,Home,Chair,3482.38
PROD0217,A Shoes,Clothing,Shoes,2279.01
PROD0218,She Jacket,Clothing,Jacket,586.84
PROD0219,Already Sofa,Home,Sofa,396.7
PROD0220,Feel Table,Home,Table,4844.21
PROD0221,Pick Novel,Books,Novel,3347.57
PROD0222,Admit Lipstick,Beauty,Lipstick,347.83
PROD0223,National Table,Home,Table,4945.22
PROD0224,Central Perfume,Beauty,Perfume,436.19
PROD0225,Voice Perfume,Beauty,Perfume,2973.28
PROD0226,Five Jacket,Clothing,Jacket,3894.41
PROD0227,According Lipstick,Beauty,Lipstick,1458.65
PROD0228,First Jeans,Clothing,Jeans,2747.06
PROD0229,Doctor Shirt,Clothing,Shirt,3339.18
PROD0230,Difficult Laptop,Electronics,Laptop,172.82
PROD0231,TOTAL JACKET,Clothing,Jacket,177.33
PROD0232,Forward Chair,Home,Chair,721.12
PROD0233,Age Novel,Books,Novel,3753.76
PROD0234,Sport Education,Books,Education,3912.28
PROD0235,Term Lipstick,Beauty,Lipstick,2314.83
PROD0236,Yes Shirt,Clothing,Shirt,3663.49
PROD0237,Road Cream,Beauty,Cream,2344.41
PROD0238,Test Mobile,Electronics,Mobile,4993.08
PROD0239,Fact Education,Books,Education,3461.88
PROD0240,Wide Education,Books,Education,460.1
PROD0241,On Headphones,Electronics,Headphones,3080.66
PROD0242,Much Laptop,Electronics,Laptop,1447.58
PROD0243,Only Cream,Beauty,Cream,1966.43
PROD0244,Own Cream,Beauty,Cream,2323.21
PROD0245,With Face Wash,Beauty,Face Wash,585.97
PROD0246,Owner Laptop,Electronics,Laptop,2207.34
PROD0247,Clear Shoes,Clothing,Shoes,1760.76
PROD0248,Between Education,Books,Education,2138.35
PROD0249,ALWAYS HEADPHONES,Electronics,Headphones,2191.14
PROD0250,Magazine Sofa,Home,Sofa,4772.6
PROD0251,Heart Novel,Books,Novel,547.0
PROD0252,Clearly Mobile,Electronics,Mobile,2216.19
PROD0253,Certainly Table,Home,Table,2826.22
PROD0254,Evidence Cream,Beauty,Cream,3383.06
PROD0255,Hit Biography,Books,Biography,4380.68
PROD0256,Visit Novel,Books,Novel,4845.15
PROD0257,Pass Cream,Beauty,Cream,1823.07
PROD0258,ENJOY PERFUME,Beauty,Perfume,858.18
PROD0259,Early Comics,Books,Comics,4251.65
PROD0260,Establish Sofa,Home,Sofa,662.94
PROD0261,Talk Table,Home,Table,4055.38
PROD0262,First Lipstick,Beauty,Lipstick,3084.08
PROD0263,Best Chair,Home,Chair,984.04
PROD0264,Own Sofa,Home,Sofa,1820.01
PROD0265,Instead Jeans,Clothing,Jeans,2874.97
PROD0266,OUTSIDE NOVEL,Books,Novel,795.19
PROD0267,Whose Mobile,Electronics,Mobile,3755.95
PROD0268,DIRECTOR SHOES,Clothing,Shoes,2157.18
PROD0269,SIMILAR TABLE,Home,Table,1913.26
PROD0270,Bank Chair,Home,Chair,4428.38
PROD0271,Several Jeans,Clothing,Jeans,3796.74
PROD0272,Garden Mobile,Electronics,Mobile,1433.3
PROD0273,Structure Education,Books,Education,3074.67
PROD0274,Meeting Biography,Books,Biography,1156.29
PROD0275,Consumer Lipstick,Beauty,Lipstick,1791.35
PROD0276,METHOD HEADPHONES,Electronics,Headphones,3423.27
PROD0277,That Face Wash,Beauty,Face Wash,2681.98
PROD0278,Way Chair,Home,Chair,1180.54
PROD0279,Road Lipstick,Beauty,Lipstick,137.67
PROD0280,Scientist Table,Home,Table,3860.01
PROD0281,Part Sofa,Home,Sofa,1707.8
PROD0282,Ten Camera,Electronics,Camera,3760.37
PROD0283,Whatever Jeans,Clothing,Jeans,1963.02
PROD0284,Beyond Jacket,Clothing,Jacket,453.17
PROD0285,Physical Camera,Electronics,Camera,191.83
PROD0286,Quality Headphones,Electronics,Headphones,2921.22
PROD0287,First Face Wash,Beauty,Face Wash,3576.54
PROD0288,Always Biography,Books,Biography,664.35
PROD0289,Side Headphones,Electronics,Headphones,942.18
PROD0290,System Face Wash,Beauty,Face Wash,4176.93
PROD0291,Part Chair,Home,Chair,2239.89
PROD0292,I Laptop,Electronics,Laptop,2234.81
PROD0293,Bar Novel,Books,Novel,2039.26
PROD0294,State Sofa,Home,Sofa,1185.7
PROD0295,Arrive Shirt,Clothing,Shirt,2601.37
PROD0296,Will Laptop,Electronics,Laptop,4539.02
PROD0297,Spend Sofa,Home,Sofa,3664.16
PROD0298,Good Jeans,Clothing,Jeans,603.74
PROD0299,Happen Table,Home,Table,950.15
PROD0300,Until Shirt,Clothing,Shirt,968.02
PROD0301,Technology Education,Books,Education,3796.78
PROD0302,Leader Face Wash,Beauty,Face Wash,3437.55
PROD0303,Keep Cream,Beauty,Cream,4334.81
PROD0304,Wonder Table,Home,Table,2254.84
PROD0305,Trip Education,Books,Education,3193.79
PROD0306,Camera Chair,Home,Chair,1824.52
PROD0307,True Headphones,Electronics,Headphones,2362.54
PROD0308,Speech Mobile,Electronics,Mobile,1906.81
PROD0309,Dream Chair,Home,Chair,3258.87
PROD0310,Small Camera,Electronics,Camera,2367.29
PROD0311,Read Lipstick,Beauty,Lipstick,2303.7
PROD0312,Time Perfume,Beauty,Perfume,1675.48
PROD0313,Play Comics,Books,Comics,4792.84
PROD0314,Without Novel,Books,Novel,4073.74
PROD0315,Activity Chair,Home,Chair,2572.29
PROD0316,Protect Shirt,Clothing,Shirt,1313.94
PROD0317,Star Education,Books,Education,2667.94
PROD0318,Project Perfume,Beauty,Perfume,1883.1
PROD0319,Idea Lamp,Home,Lamp,2102.97
PROD0320,Arm Chair,Home,Chair,3967.21
PROD0321,FOCUS CHAIR,Home,Chair,1715.48
PROD0322,Need Face Wash,Beauty,Face Wash,1492.32
PROD0323,Analysis Perfume,Beauty,Perfume,1733.47
PROD0324,From Perfume,Beauty,Perfume,4592.06
PROD0325,Notice Lamp,Home,Lamp,731.86
PROD0326,Other Headphones,Electronics,Headphones,2838.72
PROD0327,Citizen Table,Home,Table,3383.57
PROD0328,General Lipstick,Beauty,Lipstick,3265.52
PROD0329,Morning Biography,Books,Biography,189.33
PROD0330,Save Table,Home,Table,4760.73
PROD0331,Do Lamp,Home,Lamp,1040.83
PROD0332,Claim Jeans,Clothing,Jeans,478.11
PROD0333,Apply Mobile,Electronics,Mobile,3343.45
PROD0334,Report Perfume,Beauty,Perfume,3026.51
PROD0335,Sign Jeans,Clothing,Jeans,986.15
PROD0336,Increase Perfume,Beauty,Perfume,3633.8
PROD0337,Like Camera,Electronics,Camera,1885.07
PROD0338,Soldier Shoes,Clothing,Shoes,3091.92
PROD0339,Physical Comics,Books,Comics,2716.65
PROD0340,Parent Lamp,Home,Lamp,4529.47
PROD0341,Mother Jacket,Clothing,Jacket,3423.7
PROD0342,Believe Face Wash,Beauty,Face Wash,2362.23
PROD0343,DOCTOR LAMP,Home,Lamp,2564.24
PROD0344,Lay Comics,Books,Comics,4102.77
PROD0345,Figure Perfume,Beauty,Perfume,4377.71
PROD0346,Stop Camera,Electronics,Camera,4383.17
PROD0347,Indeed Lipstick,Beauty,Lipstick,3585.86
PROD0348,Choose Lipstick,Beauty,Lipstick,1496.81
PROD0349,Cause Jacket,Clothing,Jacket,2301.66
PROD0350,Great Perfume,Beauty,Perfume,4172.13
PROD0351,Beautiful Laptop,Electronics,Laptop,4101.85
PROD0352,Maybe Chair,Home,Chair,2132.99
PROD0353,Owner Biography,Books,Biography,1255.31
PROD0354,Skill Headphones,Electronics,Headphones,1200.24
PROD0355,APPEAR CHAIR,Home,Chair,4211.96
PROD0356,Official Table,Home,Table,774.24
PROD0357,Inside Lamp,Home,Lamp,3510.75
PROD0358,Everybody Shoes,Clothing,Shoes,2298.15
PROD0359,Bed Mobile,Electronics,Mobile,193.12
PROD0360,Inside Jeans,Clothing,Jeans,2789.14
PROD0361,More Face Wash,Beauty,Face Wash,644.82
PROD0362,Leader Table,Home,Table,1575.64
PROD0363,STAFF LAPTOP,Electronics,Laptop,2157.15
PROD0364,Save Face Wash,Beauty,Face Wash,407.76
PROD0365,Case Novel,Books,Novel,3196.58
PROD0366,Sound Perfume,Beauty,Perfume,3620.87
PROD0367,Central Lamp,Home,Lamp,107.67
PROD0368,MEDICAL TABLE,Home,Table,2896.25
PROD0369,OPERATION SHIRT,Clothing,Shirt,2665.07
PROD0370,Decade Chair,Home,Chair,4771.68
PROD0371,Method Lipstick,Beauty,Lipstick,2013.22
PROD0372,Indicate Novel,Books,Novel,3214.79
PROD0373,Reach Sofa,Home,Sofa,3761.85
PROD0374,OWNER CHAIR,Home,Chair,1789.53
PROD0375,DEAL HEADPHONES,Electronics,Headphones,753.71
PROD0376,Option Sofa,Home,Sofa,4086.19
PROD0377,Power Shoes,Clothing,Shoes,4906.01
PROD0378,Simply Comics,Books,Comics,4076.34
PROD0379,Need Camera,Electronics,Camera,281.22
PROD0380,Employee Shirt,Clothing,Shirt,3976.44
PROD0381,Eight Headphones,Electronics,Headphones,4673.52
PROD0382,Away Face Wash,Beauty,Face Wash,4946.7
PROD0383,Exactly Face Wash,Beauty,Face Wash,1341.24
PROD0384,STANDARD JACKET,Clothing,Jacket,1849.17
PROD0385,Law Headphones,Electronics,Headphones,1438.76
PROD0386,Game Lamp,Home,Lamp,4458.48
PROD0387,Reveal Education,Books,Education,1761.28
PROD0388,Window Shoes,Clothing,Shoes,3491.14
PROD0389,PARENT SOFA,Home,Sofa,4025.63
PROD0390,Behind Novel,Books,Novel,2209.98
PROD0391,Budget Jacket,Clothing,Jacket,1673.94
PROD0392,Remain Headphones,Electronics,Headphones,3338.5
PROD0393,JOB LAMP,Home,Lamp,3052.85
PROD0394,Land Comics,Books,Comics,3479.85
PROD0395,History Lamp,Home,Lamp,307.54
PROD0396,Happen Lamp,Home,Lamp,1445.32
PROD0397,Cut Mobile,Electronics,Mobile,3388.8
PROD0398,FULL BIOGRAPHY,Books,Biography,2614.12
PROD0399,Guy Shirt,Clothing,Shirt,799.62
PROD0400,Phone Face Wash,Beauty,Face Wash,270.51
PROD0401,Reality Laptop,Electronics,Laptop,3914.73
PROD0402,Agent Sofa,Home,Sofa,1975.99
PROD0403,Speech Lipstick,Beauty,Lipstick,3064.96
PROD0404,Focus Biography,Books,Biography,1922.87
PROD0405,Condition Laptop,Electronics,Laptop,2694.35
PROD0406,Hard Biography,Books,Biography,3282.85
PROD0407,Practice Shirt,Clothing,Shirt,226.98
PROD0408,Term Shoes,Clothing,Shoes,2636.95
PROD0409,Suggest Lipstick,Beauty,Lipstick,1382.71
PROD0410,Letter Lamp,Home,Lamp,1151.4
PROD0411,Price Cream,Beauty,Cream,3500.51
PROD0412,Child Comics,Books,Comics,700.92
PROD0413,Let Camera,Electronics,Camera,946.02
PROD0414,Another Novel,Books,Novel,4071.51
PROD0415,Window Sofa,Home,Sofa,3576.75
PROD0416,Television Cream,Beauty,Cream,4467.53
PROD0417,East Jeans,Clothing,Jeans,3989.11
PROD0418,Decision Perfume,Beauty,Perfume,694.68
PROD0419,Reveal Jeans,Clothing,Jeans,1260.01
PROD0420,HOUR NOVEL,Books,Novel,1868.39
PROD0421,Clearly Cream,Beauty,Cream,2390.29
PROD0422,Sometimes Perfume,Beauty,Perfume,3098.55
PROD0423,Should Mobile,Electronics,Mobile,1615.52
PROD0424,Tonight Education,Books,Education,3868.91
PROD0425,Bed Lipstick,Beauty,Lipstick,714.1
PROD0426,BUDGET CHAIR,Home,Chair,2304.88
PROD0427,Sister Cream,Beauty,Cream,728.84
PROD0428,Arm Perfume,Beauty,Perfume,3862.13
PROD0429,Eight Shoes,Clothing,Shoes,2564.03
PROD0430,Pressure Mobile,Electronics,Mobile,2638.7
PROD0431,With Table,Home,Table,893.64
PROD0432,Choose Jacket,Clothing,Jacket,4742.67
PROD0433,Trouble Cream,Beauty,Cream,4245.08
PROD0434,THERE TABLE,Home,Table,3211.78
PROD0435,TEN CREAM,Beauty,Cream,713.33
PROD0436,Field Chair,Home,Chair,2562.61
PROD0437,Address Jeans,Clothing,Jeans,938.88
PROD0438,Gun Cream,Beauty,Cream,4228.4
PROD0439,Rule Lipstick,Beauty,Lipstick,4143.66
PROD0440,Summer Mobile,Electronics,Mobile,322.76
PROD0441,Bring Cream,Beauty,Cream,3290.54
PROD0442,Focus Face Wash,Beauty,Face Wash,3128.73
PROD0443,Listen Camera,Electronics,Camera,4456.08
PROD0444,Market Cream,Beauty,Cream,3245.35
PROD0445,Agency Lamp,Home,Lamp,1299.9
PROD0446,GLASS BIOGRAPHY,Books,Biography,2322.37
PROD0447,Determine Laptop,Electronics,Laptop,2254.07
PROD0448,Sister Education,Books,Education,1099.71
PROD0449,Note Perfume,Beauty,Perfume,1631.65
PROD0450,Development Sofa,Home,Sofa,4879.33
PROD0451,Democrat Jacket,Clothing,Jacket,2623.4
PROD0452,Office Headphones,Electronics,Headphones,1284.52
PROD0453,Necessary Headphones,Electronics,Headphones,2303.02
PROD0454,Social Shirt,Clothing,Shirt,347.97
PROD0455,Evening Education,Books,Education,1316.52
PROD0456,Official Jacket,Clothing,Jacket,4675.38
PROD0457,Meeting Table,Home,Table,3839.29
PROD0458,Prevent Education,Books,Education,2543.92
PROD0459,Show Lamp,Home,Lamp,213.56
PROD0460,Chance Education,Books,Education,4836.76
PROD0461,Run Jacket,Clothing,Jacket,338.42
PROD0462,Say Lamp,Home,Lamp,3027.84
PROD0463,Relate Biography,Books,Biography,2729.78
PROD0464,Affect Camera,Electronics,Camera,756.28
PROD0465,However Sofa,Home,Sofa,3842.9
PROD0466,Pass Chair,Home,Chair,2062.85
PROD0467,Western Perfume,Beauty,Perfume,1876.37
PROD0468,Record Chair,Home,Chair,1993.11
PROD0469,New Biography,Books,Biography,4144.03
PROD0470,Animal Lipstick,Beauty,Lipstick,730.45
PROD0471,Especially Camera,Electronics,Camera,1928.67
PROD0472,Conference Sofa,Home,Sofa,3799.33
PROD0473,As Shoes,Clothing,Shoes,2550.38
PROD0474,Federal Mobile,Electronics,Mobile,771.48
PROD0475,DEEP LAMP,Home,Lamp,2644.73
PROD0476,Strategy Jeans,Clothing,Jeans,1707.03
PROD0477,Same Cream,Beauty,Cream,896.26
PROD0478,Prepare Cream,Beauty,Cream,3009.25
PROD0479,Experience Face Wash,Beauty,Face Wash,3572.83
PROD0480,Argue Lamp,Home,Lamp,4097.17
PROD0481,MAKE SOFA,Home,Sofa,3401.65
PROD0482,Real Biography,Books,Biography,4004.1
PROD0483,You Camera,Electronics,Camera,1401.1
PROD0484,Across Perfume,Beauty,Perfume,3634.86
PROD0485,Audience Face Wash,Beauty,Face Wash,935.51
PROD0486,Important Face Wash,Beauty,Face Wash,824.1
PROD0487,Recent Shirt,Clothing,Shirt,2905.59
PROD0488,Experience Laptop,Electronics,Laptop,192.79
PROD0489,RECOGNIZE LAMP,Home,Lamp,842.01
PROD0490,Together Shoes,Clothing,Shoes,2558.92
PROD0491,While Face Wash,Beauty,Face Wash,4376.81
PROD0492,Receive Laptop,Electronics,Laptop,2641.55
PROD0493,Here Cream,Beauty,Cream,4990.8
PROD0494,Treatment Education,Books,Education,1637.39
PROD0495,Box Shoes,Clothing,Shoes,4569.41
PROD0496,After Sofa,Home,Sofa,3411.76
PROD0497,FINAL LAMP,Home,Lamp,1042.09
PROD0498,Trip Jacket,Clothing,Jacket,2834.62
PROD0499,Use Jacket,Clothing,Jacket,3878.75
PROD0500,Range Shoes,Clothing,Shoes,1653.5
PROD0501,Imagine Sofa,Home,Sofa,1510.17
PROD0502,During Face Wash,Beauty,Face Wash,4489.23
PROD0503,Husband Biography,Books,Biography,4777.58
PROD0504,Movie Jacket,Clothing,Jacket,306.13
PROD0505,Security Headphones,Electronics,Headphones,4627.65
PROD0506,Bit Lamp,Home,Lamp,1148.54
PROD0507,Well Cream,Beauty,Cream,4671.82
PROD0508,Four Table,Home,Table,635.21
PROD0509,Memory Perfume,Beauty,Perfume,1288.04
PROD0510,TRIAL PERFUME,Beauty,Perfume,3225.93
PROD0511,Picture Mobile,Electronics,Mobile,2125.18
PROD0512,Night Novel,Books,Novel,3437.84
PROD0513,Behavior Shirt,Clothing,Shirt,4826.14
PROD0514,Cultural Shoes,Clothing,Shoes,3299.17
PROD0515,Decide Education,Books,Education,3287.64
PROD0516,Month Sofa,Home,Sofa,1498.54
